brand,date,id_val,model,price,year,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train,sold
15368,BMW,2018-10-22, ID: 1855599,320 ,4800.0,2004,Silver,Sedan,,Right,,Astragalus,,,99000.0,Automatic,,No
15369,Mercedes-Benz,2018-10-22, ID: 1855314,C 200 ,3900.0,2000,Silver,Sedan,,Left,,Astragalus,,,230000.0,Mechanical,,No
15370,BMW,2018-10-22, ID: 1854909,320 ,5500.0,2004,Silver,Sedan,170.0,Left,6.0,Astragalus,2.0,black,192000.0,Automatic,Rear,No
15371,Infiniti,2018-10-22, ID: 1855487,G37 ,14300.0,2012,White,Sedan,,Left,6.0,Petrol,3.7,black,101000.0,Automatic,Wheel drive,Yes
15372,Lexus,2018-10-22, ID: 1855290,GX 470 ,21800.0,2009,black,Truck:,,Left,,Astragalus,,,150000.0,Automatic,,No
15373,Ford,2018-10-22, ID: 1854854,Focus ,2500.0,2001,Grey,Universal,,Left,,Petrol,,,170000.0,Mechanical,,Yes
15374,Ford,2018-10-22, ID: 1854949,Transit ,7200.0,2005,White,Furgon:,,Left,,Diesel,,,22.0,Mechanical,,No
15375,Lexus,2018-10-22, ID: 1855385,RX 350 ,18300.0,2012,White,Truck:,,Left,,Petrol,,,73000.0,Automatic,,No
15376,Mazda,2018-10-22, ID: 1855378,3 ,6900.0,2010,White,Sedan,,Left,,Petrol,,,93000.0,Automatic,,Yes
15377,Mitsubishi,2018-10-22, ID: 1855377,Colt ,2600.0,2004,cyan,Universal,,Right,4.0,Petrol,1.3,,170000.0,Automatic,,Yes
15378,Kia,2018-10-22, ID: 1855365,Sportage ,5750.0,2004,Silver,Truck:,,Left,,Diesel,,,220000.0,Automatic,,No
15379,Lexus,2018-10-22, ID: 1855309,ES 250 ,25000.0,2014,White,Sedan,,Left,,Petrol,,,60000.0,Automatic,,No
15380,Niva,2018-10-22, ID: 1855086,2121 ,6800.0,2008,White,Universal,,Left,,Petrol,,black,102000.0,Mechanical,Wheel drive,No
15381,Kia,2018-10-22, ID: 1855099,Optima ,10500.0,2015,black,Sedan,,Left,,Petrol,,,25237.0,Automatic,,Yes
15382,Mitsubishi,2018-10-22, ID: 1855122,Airtrek ,5200.0,2004,Silver,Universal,160.0,Switched from right to left,4.0,Astragalus,2.4,black,70100.0,Automatic,Front,Yes
15383,Lexus,2018-10-22, ID: 1855201,IS 250 ,14500.0,2011,Cherry,Sedan,204.0,Left,,Petrol,2.5,black,103000.0,Automatic,,No
15384,Lexus,2018-10-22, ID: 1855124,GX 470 ,18000.0,2008,black,Truck:,,Left,,Petrol,,,123000.0,Automatic,,Yes
15385,Opel,2018-10-22, ID: 1855146,Zafira ,4100.0,2003,black,Minivan / Minibus,,Left,4.0,Petrol,1.8,black,152000.0,Mechanical,Front,Yes
15386,Lexus,2018-10-22, ID: 1855175,RX 300 ,3500.0,2001,White,Hatchback,,Left,,Astragalus,,,250000.0,Automatic,,Yes
15387,Mazda,2018-10-22, ID: 1855179,6 ,11300.0,2016,Grey,Sedan,,Left,,Petrol,,,91000.0,Automatic,,Yes
15388,Kia,2018-10-22, ID: 1855747,Forte ,6200.0,2011,Chestnut,Sedan,,Left,,Petrol,,,80000.0,Automatic,,No
15389,Niva,2018-10-22, ID: 1855186,2121 ,7200.0,2017,White,Hatchback,,Left,,Petrol,,,14000.0,Mechanical,,Yes
15390,Kia,2018-10-22, ID: 1855501,Optima ,7600.0,2012,Chestnut,Sedan,,Left,,Petrol,,,85000.0,Automatic,,Yes
15391,Lexus,2018-10-22, ID: 1854635,ES 350 ,15500.0,2011,black,Sedan,277.0,Left,6.0,Petrol,3.5,black,56000.0,Automatic,Front,No
15392,Land Rover,2018-10-22, ID: 1855142,Range Rover ,9900.0,2005,Silver,Truck:,,Left,,Petrol,,,84999.0,Automatic,,No
15393,Opel,2018-10-22, ID: 1855433,Astra ,3450.0,2001,green,Hatchback,,Left,,Astragalus,,,117000.0,Mechanical,,Yes
15394,Land Rover,2018-10-22, ID: 1855464,Range Rover Sport ,53000.0,2014,black,Truck:,,Left,,Petrol,,,70000.0,Automatic,,No
15395,Land Rover,2018-10-22, ID: 1855482,Range Rover Sport ,5000.0,2001,Golden,Sedan,,Left,,Petrol,,,90000.0,Automatic,,No
15396,Mitsubishi,2018-10-22, ID: 1855622,Pajero ,6500.0,2000,White,Universal,208.0,Left,,Astragalus,3.5,,236000.0,Automatic,Wheel drive,No
15397,Mitsubishi,2018-10-22, ID: 1855206,Pajero Pinin (IO) ,4700.0,2002,black,Universal,120.0,Left,,Petrol,2.0,Grey,150000.0,Automatic,Wheel drive,No
15398,Kia,2018-10-22, ID: 1855611,Forte ,7300.0,2010,White,Coupe,,Left,,Petrol,,,125000.0,Automatic,,Yes
15399,BMW,2018-10-22, ID: 1854891,X5 ,8000.0,2005,black,Sedan,,Left,,Petrol,3.0,black,196000.0,Automatic,Front,No
15400,BMW,2018-10-22, ID: 1855145,X5 ,5800.0,2001,White,Truck:,,Left,,Petrol,4.4,,190000.0,Automatic,Wheel drive,Yes
15401,Mercedes-Benz,2018-10-22, ID: 1854850,E 280 ,5000.0,2000,Silver,Sedan,,Left,,Petrol,,black,171000.0,Automatic,,No
15402,Mercedes-Benz,2018-10-22, ID: 1854782,E 320 ,7700.0,2001,Silver,Sedan,,Left,,Astragalus,,,90000.0,Automatic,,Yes
15403,Toyota,2018-10-22, ID: 1855386,Corolla ,8900.0,2011,black,Sedan,,Left,,Petrol,,,95000.0,Automatic,,Yes
15404,Nissan,2018-10-22, ID: 1854792,Tiida ,3800.0,2008,Silver,Hatchback,109.0,Right,4.0,Astragalus,1.5,black,122000.0,Variator:,Front,Yes
15405,Nissan,2018-10-22, ID: 1854901,Fuga ,5900.0,2006,Chestnut,Sedan,210.0,Right,6.0,Astragalus,2.5,black,101000.0,Automatic,Rear,Yes
15406,Mercedes-Benz,2018-10-22, ID: 1854864,E 320 ,6350.0,2004,Grey,Sedan,224.0,Left,6.0,Petrol,3.2,black,195000.0,Automatic,Wheel drive,Yes
15407,BMW,2018-10-22, ID: 1854889,328 ,7999.0,2010,black,Sedan,,Left,,Petrol,,,89000.0,Automatic,,Yes
15408,Nissan,2018-10-22, ID: 1854885,Note ,2700.0,2005,White,Hatchback,109.0,Right,4.0,Astragalus,1.5,Beige,220000.0,Variator:,Front,Yes
15409,Toyota,2018-10-22, ID: 1854878,Camry ,11000.0,2012,black,Sedan,,Left,,Petrol,,,125184.0,Automatic,,Yes
15410,Mercedes-Benz,2018-10-22, ID: 1855202,C 200 ,4400.0,2001,Blue,Sedan,130.0,Left,4.0,Petrol,2.0,black,171000.0,Mechanical,Rear,Yes
15411,Toyota,2018-10-22, ID: 1854883,Camry ,9000.0,2009,White,Sedan,,Left,,Petrol,,,99700.0,Automatic,,Yes
15412,Toyota,2018-10-22, ID: 1854900,Camry ,12300.0,2012,black,Sedan,178.0,Left,4.0,Petrol,2.5,black,62000.0,Automatic,Front,Yes
15413,BMW,2018-10-22, ID: 1854861,530 ,8300.0,2006,black,Sedan,258.0,Left,6.0,Petrol,3.0,black,175000.0,Automatic,Rear,Yes
15414,Mercedes-Benz,2018-10-22, ID: 1854842,E 350 ,16500.0,2010,White,Sedan,272.0,Left,6.0,Petrol,3.5,black,170000.0,Automatic,Rear,Yes
15415,Mercedes-Benz,2018-10-22, ID: 1854828,E 320 ,4300.0,2001,Silver,Sedan,,Left,,Astragalus,,,204994.0,Automatic,,Yes
15416,Toyota,2018-10-22, ID: 1854822,Sienna ,8000.0,2008,black,Minivan / Minibus,,Left,,Petrol,,,145000.0,Automatic,,Yes
15417,Nissan,2018-10-22, ID: 1854821,X-Trail ,4800.0,2005,black,Truck:,150.0,Left,4.0,Petrol,2.0,black,165000.0,Automatic,Wheel drive,Yes
15418,Nissan,2018-10-22, ID: 1854818,Sentra ,9000.0,2013,White,Sedan,115.0,Left,6.0,Petrol,,Grey,95000.0,Automatic,Front,Yes
15419,Toyota,2018-10-22, ID: 1855204,Camry ,9700.0,2011,Grey,Sedan,,Left,,Petrol,,,107000.0,Kiaavtomat,,Yes
15420,Nissan,2018-10-22, ID: 1854706,X-Trail ,11000.0,2012,Silver,Truck:,,Left,,Petrol,,,75000.0,Automatic,,Yes
15421,Mercedes-Benz,2018-10-22, ID: 1854689,S 350 ,13400.0,2007,White,Sedan,275.0,Left,6.0,Petrol,3.5,black,166.0,Automatic,Rear,Yes
15422,Nissan,2018-10-22, ID: 1854607,March ,2200.0,2004,Blue,Hatchback,,Right,,Astragalus,,,163000.0,Automatic,,Yes
15423,Mercedes-Benz,2018-10-22, ID: 1854602,S 350 ,14400.0,2006,black,Sedan,272.0,Left,6.0,Petrol,3.5,black,87800.0,Automatic,Rear,No
15424,Nissan,2018-10-22, ID: 1854856,Skyline ,6500.0,2007,White,Sedan,,Left,,Petrol,2.5,black,120000.0,Automatic,Rear,Yes
15425,Toyota,2018-10-22, ID: 1854945,C-HR ,25000.0,2018,White,Truck:,116.0,Left,4.0,Petrol,1.2,black,20.0,Automatic,Wheel drive,Yes
15426,Toyota,2018-10-22, ID: 1854893,Camry ,11500.0,2012,White,Sedan,178.0,Left,4.0,Petrol,2.5,black,64000.0,Automatic,Front,Yes
15427,Mercedes-Benz,2018-10-22, ID: 1854914,C 240 ,5500.0,2005,Silver,Sedan,,Left,,Petrol,,,150000.0,Automatic,,Yes
15428,Mitsubishi,2018-10-22, ID: 1855622,Montero ,6500.0,2000,White,Universal,208.0,Left,,Astragalus,3.5,,236000.0,Automatic,Wheel drive,No
15429,Land Rover,2018-10-22, ID: 1854584,Range Rover ,19000.0,2008,black,Truck:,,Left,,Petrol,,,87000.0,Automatic,,No
15430,Mercedes-Benz,2018-10-22, ID: 1855256,B 170 ,5200.0,2006,black,Hatchback,116.0,Left,4.0,Petrol,1.7,black,116000.0,Automatic,Front,Yes
15431,BMW,2018-10-22, ID: 1855251,320 ,5000.0,2001,White,Sedan,170.0,Left,6.0,Petrol,2.2,black,75000.0,Automatic,Rear,Yes
15432,Mercedes-Benz,2018-10-22, ID: 1855229,S 55  AMG ,12000.0,2007,black,Sedan,388.0,Left,8.0,Petrol,5.5,black,195.0,Automatic,Rear,Yes
15433,Mercedes-Benz,2018-10-22, ID: 1855055,Vito ,6000.0,2000,Silver,Universal,,Left,,Diesel,,,140000.0,Automatic,,Yes
15434,Hyundai,2018-10-22, ID: 1855177,Elantra ,8900.0,2013,Silver,Sedan,148.0,Left,4.0,Petrol,1.8,Grey,48000.0,Automatic,,Yes
15435,Hyundai,2018-10-22, ID: 1855008,Elantra ,7300.0,2011,White,Sedan,122.0,Left,,Astragalus,1.6,black,180000.0,Mechanical,,Yes
15436,Mercedes-Benz,2018-10-22, ID: 1855157,E 350 ,7900.0,2007,Grey,Sedan,,Left,,Petrol,,,110000.0,Automatic,,Yes
15437,Mercedes-Benz,2018-10-22, ID: 1855155,A 160 ,3000.0,2001,White,Hatchback,,Left,,Petrol,,,103000.0,Automatic,,Yes
15438,Opel,2018-10-22, ID: 1855623,Zafira ,3750.0,2003,Blue,Universal,125.0,Left,4.0,Petrol,1.8,black,190000.0,Mechanical,Front,Yes
15439,Mercedes-Benz,2018-10-22, ID: 1855016,CLK 320 ,4300.0,2000,black,Coupe,,Left,,Petrol,,,110000.0,Automatic,,Yes
15440,Hyundai,2018-10-22, ID: 1855268,Sonata ,8000.0,2012,black,Sedan,,Left,,Petrol,2.4,Grey,83000.0,Automatic,Front,Yes
15441,Toyota,2018-10-22, ID: 1855138,Camry ,14800.0,2015,black,Sedan,,Left,,Petrol,,,17000.0,Automatic,,Yes
15442,Mercedes-Benz,2018-10-22, ID: 1855013,V 230 ,5000.0,2001,White,Minivan / Minibus,143.0,Right,4.0,Astragalus,2.3,,119000.0,Mechanical,Front,Yes
15443,Nissan,2018-10-22, ID: 1855133,X-Trail ,4900.0,2005,White,Truck:,,Left,4.0,Petrol,2.0,black,72000.0,Automatic,Wheel drive,Yes
15444,BMW,2018-10-22, ID: 1854776,318 ,4300.0,2000,Silver,Sedan,,Left,,Petrol,1.8,,180000.0,Automatic,,Yes
15445,Nissan,2018-10-22, ID: 1855090,Teana ,4900.0,2007,White,Sedan,,Left,6.0,Petrol,2.3,Chestnut,34000.0,Automatic,Front,Yes
15446,Toyota,2018-10-22, ID: 1855057,Camry ,12500.0,2014,black,Sedan,,Left,,Petrol,,,100000.0,Automatic,,Yes
15447,BMW,2018-10-22, ID: 1855064,318 ,5200.0,2004,White,Sedan,,Left,,Petrol,,,87000.0,Automatic,,Yes
15448,Mercedes-Benz,2018-10-22, ID: 1854793,E 350 ,10500.0,2008,black,Sedan,,Left,,Petrol,,,138000.0,Automatic,,Yes
15449,Mercedes-Benz,2018-10-22, ID: 1854993,S 450 ,19300.0,2009,black,Sedan,,Left,,Petrol,,,117500.0,Automatic,,Yes
15450,BMW,2018-10-22, ID: 1854797,328 ,5300.0,2006,black,Sedan,,Left,,Petrol,,,169000.0,Automatic,,Yes
15451,Nissan,2018-10-22, ID: 1854769,Teana ,3990.0,2007,Silver,Sedan,,Right,6.0,Petrol,2.3,black,86000.0,Automatic,Rear,Yes
15452,Porsche,2018-10-22, ID: 1855161,Cayenne ,9800.0,2005,black,Truck:,,Left,,Petrol,,,106000.0,Automatic,,Yes
15453,VAZ(Lada),2018-10-22, ID: 1855203,2107 ,1500.0,2006,White,Sedan,,Left,,Petrol,,,135000.0,Mechanical,,Yes
15454,VAZ(Lada),2018-10-22, ID: 1855328,2107 ,2500.0,2010,green,Sedan,,Left,,Astragalus,,,890000.0,Mechanical,,Yes
15455,Mercedes-Benz,2018-10-22, ID: 1854601,B 170 ,5600.0,2008,black,Hatchback,116.0,Left,4.0,Petrol,1.7,black,95137.0,Automatic,Front,Yes
15456,VAZ(Lada),2018-10-22, ID: 1855060,2114 ,2500.0,2008,black,Hatchback,,Left,,Petrol,,,148000.0,Mechanical,,Yes
15457,Suzuki,2018-10-22, ID: 1855169,SX 4 ,4700.0,2011,Blue,Sedan,,Left,,Petrol,,,55000.0,Automatic,,Yes
15458,Nissan,2018-10-22, ID: 1854612,X-Trail ,4800.0,2005,Golden,Truck:,,Left,,Petrol,2.0,Grey,130000.0,Automatic,Rear,Yes
15459,BMW,2018-10-22, ID: 1854958,325 ,4500.0,2006,Blue,Sedan,,Left,6.0,Petrol,3.0,Beige,114000.0,Automatic,Rear,Yes
15460,BMW,2018-10-22, ID: 1854604,528 ,9800.0,2010,black,Sedan,,Left,,Petrol,,,170000.0,Automatic,,Yes
15461,BMW,2018-10-22, ID: 1854716,530 ,8300.0,2003,black,Sedan,,Left,,Petrol,,,78000.0,Automatic,,No
15462,Mercedes-Benz,2018-10-22, ID: 1854699,E 350 ,12000.0,2009,White,Sedan,,Left,,Petrol,,,130000.0,Automatic,,No
15463,Mercedes-Benz,2018-10-22, ID: 1854696,ML 350 ,15000.0,2007,White,Truck:,272.0,Left,6.0,Astragalus,3.5,black,190000.0,Automatic,Wheel drive,No
15464,Mercedes-Benz,2018-10-22, ID: 1854781,E 200 ,24000.0,2015,black,Sedan,,Left,,Petrol,,,130000.0,Automatic,,No
15465,Mercedes-Benz,2018-10-22, ID: 1855042,E 350 ,18800.0,2012,black,Sedan,,Left,,Petrol,,,135492.0,Automatic,,No
15466,Mercedes-Benz,2018-10-22, ID: 1855261,Sprinter ,12000.0,2004,White,Minivan / Minibus,129.0,Left,4.0,Diesel,2.2,Blue,300000.0,Mechanical,Rear,No
15467,Mercedes-Benz,2018-10-22, ID: 1854940,C 180 ,4500.0,2001,Cherry,Sedan,,Left,,Astragalus,,,180000.0,Mechanical,,No
15468,BMW,2018-10-22, ID: 1854948,X5 ,8300.0,2002,black,Truck:,,Left,,Petrol,,,180000.0,Automatic,,No
15469,Nissan,2018-10-22, ID: 1855017,X-Trail ,4500.0,2005,White,Truck:,,Right,,Astragalus,,,147000.0,Automatic,,No
15470,Mercedes-Benz,2018-10-22, ID: 1855025,E 320 ,5300.0,2000,black,Sedan,,Left,,Astragalus,,,260000.0,Automatic,,No
15471,BMW,2018-10-22, ID: 1854718,530 ,8300.0,2003,black,Sedan,,Left,,Petrol,,,78000.0,Automatic,,No
15472,Hyundai,2018-10-22, ID: 1854734,i40 Sedan ,17500.0,2016,White,Sedan,,Left,,Petrol,,,39000.0,Automatic,,No
15473,Mercedes-Benz,2018-10-22, ID: 1854755,E 320 ,7200.0,2002,Silver,Sedan,,Left,,Petrol,,,235000.0,Kiaavtomat,,No
15474,Nissan,2018-10-22, ID: 1854765,Tiida ,3950.0,2007,black,Hatchback,109.0,Left,4.0,Petrol,1.5,black,95000.0,Variator:,Front,No
15475,BMW,2018-10-22, ID: 1854770,X5 ,14500.0,2008,White,Truck:,270.0,Left,6.0,Petrol,3.0,red,100000.0,Automatic,,No
15476,Mercedes-Benz,2018-10-22, ID: 1854780,CLS 350 ,11900.0,2006,Silver,Sedan,270.0,Left,6.0,Petrol,3.5,black,57000.0,Automatic,Rear,No
15477,Hyundai,2018-10-22, ID: 1854814,Azera ,12900.0,2011,White,Sedan,,Left,,Petrol,,,85000.0,Automatic,,No
15478,Mercedes-Benz,2018-10-22, ID: 1854599,E 350 ,17500.0,2011,White,Sedan,,Left,,Astragalus,,,117000.0,Automatic,,Yes
15479,Nissan,2018-10-22, ID: 1854887,Versa ,4900.0,2007,White,Hatchback,122.0,Left,,Petrol,1.8,Beige,147000.0,Variator:,Front,No
15480,Mercedes-Benz,2018-10-22, ID: 1854595,B 170 ,5600.0,2008,black,Hatchback,116.0,Left,4.0,Petrol,1.7,black,68227.0,Automatic,Front,Yes
15481,Mercedes-Benz,2018-10-22, ID: 1854587,B 200 ,5700.0,2008,White,Hatchback,136.0,Left,4.0,Petrol,2.0,black,92000.0,Automatic,Front,Yes
15482,Porsche,2018-10-22, ID: 1855409,Cayenne ,10800.0,2006,Grey,Truck:,247.0,Left,6.0,Petrol,3.2,black,112000.0,Automatic,Wheel drive,Yes
15483,Volkswagen,2018-10-22, ID: 1855480,Golf ,3600.0,2003,Silver,Hatchback,,Left,,Petrol,,,96750.0,Automatic,,Yes
15484,Volkswagen,2018-10-22, ID: 1855490,Touareg ,5950.0,2008,black,Truck:,280.0,Left,6.0,Petrol,3.6,black,107000.0,Automatic,Wheel drive,Yes
15485,VAZ(Lada),2018-10-22, ID: 1855497,2107 ,2800.0,2011,White,Sedan,80.0,Left,,Petrol,1.6,,80000.0,Mechanical,Rear,Yes
15486,Volkswagen,2018-10-22, ID: 1855530,Jetta ,5300.0,2011,Chestnut,Sedan,,Left,,Petrol,2.5,Beige,88000.0,Automatic,Front,Yes
15487,Nissan,2018-10-22, ID: 1854697,Tiida ,3500.0,2007,White,Sedan,109.0,Left,4.0,Petrol,1.5,black,70200.0,Automatic,Wheel drive,Yes
15488,Volkswagen,2018-10-22, ID: 1855280,Jetta ,6200.0,2010,red,Sedan,,Left,,Petrol,2.5,White,94000.0,Automatic,,Yes
15489,Nissan,2018-10-22, ID: 1854703,X-Trail ,4500.0,2005,Silver,Sedan,,Left,,Petrol,,,45000.0,Automatic,,Yes
15490,Toyota,2018-10-22, ID: 1854704,Camry ,8400.0,2009,Grey,Sedan,147.0,Left,4.0,Hybrid:,2.4,Beige,129999.0,Variator:,Front,Yes
15491,Toyota,2018-10-22, ID: 1855080,Rav 4 ,34000.0,2018,White,Truck:,150.0,Left,,Petrol,2.0,,530.0,Automatic,Wheel drive,Yes
15492,Mercedes-Benz,2018-10-22, ID: 1854686,S 350 ,15500.0,2008,White,Sedan,275.0,Left,6.0,Petrol,3.5,black,165.0,Automatic,Rear,Yes
15493,BMW,2018-10-22, ID: 1854720,318 ,4000.0,2001,black,Sedan,,Left,,Petrol,,,145000.0,Mechanical,,Yes
15494,BMW,2018-10-22, ID: 1854726,528 ,16900.0,2011,White,Sedan,258.0,Left,6.0,Petrol,3.0,Beige,110000.0,Automatic,Rear,Yes
15495,Mercedes-Benz,2018-10-22, ID: 1854730,C 320 ,5200.0,2000,White,Sedan,,Left,,Petrol,,,121000.0,Automatic,,Yes
15496,Nissan,2018-10-22, ID: 1854739,Teana ,4500.0,2004,White,Sedan,173.0,Left,6.0,Petrol,2.3,Beige,136000.0,Automatic,Front,Yes
15497,VAZ(Lada),2018-10-22, ID: 1855580,2172 Priora ,3400.0,2008,Other color,Hatchback,,Left,,Astragalus,,,200000.0,Mechanical,,No
15498,Nissan,2018-10-22, ID: 1855101,Teana ,5700.0,2007,black,Sedan,,Left,6.0,Petrol,2.3,black,73000.0,Automatic,Front,Yes
15499,Mercedes-Benz,2018-10-22, ID: 1855128,GL 500 ,18000.0,2007,black,Truck:,,Left,,Petrol,,,160000.0,Automatic,,Yes
15500,Volkswagen,2018-10-22, ID: 1854837,Golf ,3400.0,2002,White,Hatchback,,Left,,Petrol,,,100094.0,Automatic,,Yes
15501,Volkswagen,2018-10-22, ID: 1854766,Jetta ,5800.0,2010,Silver,Sedan,,Left,,Petrol,,,90000.0,Automatic,,Yes
15502,Mercedes-Benz,2018-10-22, ID: 1854645,E 350 ,8200.0,2007,White,Sedan,272.0,Left,6.0,Petrol,3.5,Beige,91000.0,Automatic,Wheel drive,Yes
15503,Nissan,2018-10-22, ID: 1855273,Teana ,4450.0,2005,White,Sedan,173.0,Left,6.0,Petrol,2.3,White,87000.0,Automatic,Front,Yes
15504,Nissan,2018-10-22, ID: 1854580,Elgrand ,5500.0,2002,White,Minivan / Minibus,,Right,,Petrol,,,160000.0,Automatic,,No
15505,BMW,2018-10-22, ID: 1854591,528 ,10800.0,2010,black,Sedan,,Left,,Petrol,,,170000.0,Automatic,,Yes
15506,Hyundai,2018-10-22, ID: 1855661,Elantra ,6900.0,2011,black,Sedan,150.0,Left,4.0,Petrol,1.8,Beige,86000.0,Automatic,Front,Yes
15507,Honda,2018-10-22, ID: 1855694,Elysion ,5500.0,2004,White,Minivan / Minibus,,Right,,Astragalus,,,156000.0,Automatic,,Yes
15508,Lexus,2018-10-22, ID: 1855247,RX 350 ,12700.0,2008,Grey,Sedan,268.0,Left,6.0,Petrol,3.5,black,96000.0,Automatic,Wheel drive,Yes
15509,Mercedes-Benz,2018-10-22, ID: 1854641,C 180 ,22500.0,2014,White,Sedan,,Left,,Petrol,,,92000.0,Automatic,,Yes
15510,Nissan,2018-10-22, ID: 1854628,X-Trail ,5800.0,2005,black,Truck:,150.0,Right,4.0,Astragalus,2.0,Grey,125000.0,Automatic,Wheel drive,No
15511,Toyota,2018-10-22, ID: 1854627,Camry ,14600.0,2016,black,Sedan,,Left,,Petrol,,,48000.0,Automatic,,Yes
15512,BMW,2018-10-22, ID: 1854622,320 ,6900.0,2005,Blue,Sedan,,Left,,Petrol,,,108000.0,Automatic,,No
15513,Mercedes-Benz,2018-10-22, ID: 1854621,C 200 ,4400.0,2001,black,Sedan,,Left,,Petrol,,,136000.0,Mechanical,,Yes
15514,BMW,2018-10-22, ID: 1854617,318 ,4200.0,2002,black,Sedan,,Left,,Petrol,,,160000.0,Mechanical,,Yes
15515,Mercedes-Benz,2018-10-22, ID: 1854610,E 350 ,13500.0,2010,Grey,Sedan,,Left,,Petrol,,,82000.0,Automatic,,Yes
15516,Nissan,2018-10-22, ID: 1855279,Tiida ,3900.0,2005,black,Universal,,Left,,Petrol,,,63000.0,Variator:,,No
15517,Kia,2018-10-22, ID: 1854590,Sorento ,12800.0,2011,Grey,Truck:,270.0,Left,6.0,Petrol,3.5,black,74000.0,Automatic,Wheel drive,Yes
15518,Toyota,2018-10-22, ID: 1855544,Camry ,12000.0,2013,black,Sedan,,Left,,Astragalus,,,46000.0,Automatic,,Yes
15519,Mercedes-Benz,2018-10-22, ID: 1854634,E 320 ,7000.0,2003,Blue,Sedan,,Left,,Petrol,,,170000.0,Automatic,,Yes
15520,Toyota,2018-10-22, ID: 1855519,Corolla ,9000.0,2011,Grey,Sedan,133.0,Left,4.0,Petrol,1.8,black,77000.0,Automatic,Front,Yes
15521,Mercedes-Benz,2018-10-22, ID: 1855586,CLS 500 ,11300.0,2005,White,Sedan,,Left,,Petrol,,,96000.0,Automatic,,Yes
15522,Nissan,2018-10-22, ID: 1855593,Tiida ,4050.0,2009,Silver,Hatchback,109.0,Left,4.0,Petrol,1.5,black,65500.0,Variator:,Front,Yes
15523,BMW,2018-10-22, ID: 1855555,X3 ,7800.0,2004,Other color,Sedan,,Left,,Petrol,,,17.0,Automatic,,No
15524,Nissan,2018-10-22, ID: 1855506,Teana ,4000.0,2003,Silver,Sedan,,Left,,Petrol,,,135000.0,Automatic,,Yes
15525,Hyundai,2018-10-22, ID: 1855528,Elantra ,7600.0,2012,Chestnut,Sedan,,Left,,Petrol,,,85000.0,Automatic,,Yes
15526,Hyundai,2018-10-22, ID: 1855510,Sonata ,7600.0,2012,Chestnut,Sedan,,Left,,Petrol,,,85000.0,Automatic,,Yes
15527,Hyundai,2018-10-22, ID: 1855515,Sonata ,7600.0,2012,Chestnut,Sedan,,Left,,Petrol,,,85000.0,Automatic,,Yes
15528,Toyota,2018-10-22, ID: 1855523,Camry ,8900.0,2014,black,Sedan,181.0,Left,4.0,Petrol,2.5,black,46000.0,Automatic,Front,Yes
15529,Mercedes-Benz,2018-10-22, ID: 1855540,E 240 ,4950.0,2000,Blue,Sedan,,Left,,Petrol,,,250000.0,Automatic,,No
15530,Hyundai,2018-10-22, ID: 1855524,Sonata ,7600.0,2012,Chestnut,Sedan,,Left,,Petrol,,,85000.0,Automatic,,Yes
15531,Toyota,2018-10-22, ID: 1855584,Camry ,7000.0,2009,black,Sedan,,Left,,Petrol,2.4,,113000.0,Automatic,,Yes
15532,Nissan,2018-10-22, ID: 1854705,X-Trail ,4800.0,2005,Silver,Truck:,150.0,Left,4.0,Petrol,2.0,Other color,106000.0,Automatic,Wheel drive,Yes
15533,BMW,2018-10-22, ID: 1854644,525 ,8300.0,2004,White,Sedan,,Left,,Petrol,,,190000.0,Automatic,,No
15534,Hyundai,2018-10-22, ID: 1855178,Sonata ,7500.0,2010,White,Sedan,201.0,Left,4.0,Petrol,2.4,black,112000.0,Automatic,Front,No
15535,Mercedes-Benz,2018-10-22, ID: 1855457,E 320 ,5200.0,2001,black,Sedan,,Left,,Astragalus,,,228000.0,Kiaavtomat,,Yes
15536,Mercedes-Benz,2018-10-22, ID: 1855460,G 55 AMG ,44000.0,2008,black,Truck:,500.0,Left,8.0,Petrol,5.5,black,170000.0,Automatic,Wheel drive,Yes
15537,BMW,2018-10-22, ID: 1855466,328 ,4950.0,2007,Grey,Sedan,,Left,,Petrol,,,150000.0,Automatic,,No
15538,BMW,2018-10-22, ID: 1855473,530 ,8600.0,2004,White,Sedan,,Left,,Petrol,,,111000.0,Automatic,,Yes
15539,Mercedes-Benz,2018-10-22, ID: 1855395,E 240 ,5500.0,2000,Silver,Sedan,,Left,,Petrol,,,150000.0,Kiaavtomat,,Yes
15540,Nissan,2018-10-22, ID: 1855394,X-Trail ,5100.0,2007,black,Truck:,,Left,,Petrol,,,180000.0,Automatic,,Yes
15541,Mercedes-Benz,2018-10-22, ID: 1855346,E 320 ,7700.0,2004,black,Sedan,,Left,,Petrol,,,118000.0,Automatic,,No
15542,Toyota,2018-10-22, ID: 1855300,Camry ,8900.0,2011,Grey,Sedan,,Left,,Petrol,,,140000.0,Automatic,,No
15543,BMW,2018-10-22, ID: 1855310,320 ,5700.0,2003,black,Sedan,,Left,,Petrol,,,121000.0,Automatic,,No
15544,Mercedes-Benz,2018-10-22, ID: 1855325,E 320 ,7800.0,2003,Silver,Sedan,,Left,6.0,Petrol,3.2,black,117000.0,Automatic,Rear,Yes
