brand,model,price,year,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train,sold
Toyota,Camry ,15000,2016,black,Sedan,181,Left,4,Astragalus,2.5,black,26000,Automatic,Front,No
VAZ(Lada),21099,2400,2004,Silver,Sedan,80,Left,4,Astragalus,1.6,black,189000,Mechanical,Front,No
Toyota,Ipsum ,4500,2002,Silver,Universal,167,Right,4,Astragalus,2.4,,203000,Automatic,Wheel drive,No
BMW,318,5700,2003,Blue,Sedan,118,Left,4,Astragalus,1.9,black,250,Automatic,,No
Lexus,GS 350 ,21490,2017,Blue,Sedan,311,Left,6,Petrol,3.5,Chestnut,11000,Automatic,Wheel drive,No
Volkswagen,Touareg ,8000,2005,White,Universal,310,Left,8,Astragalus,4.2,Chestnut,190000,Automatic,Wheel drive,No
Mercedes-Benz,C 240 ,4050,2001,Silver,Sedan,175,Left,6,Astragalus,2.4,Grey,233000,Automatic,Rear,No
Opel,Astra ,3200,2001,Silver,Hatchback,86,Left,4,Petrol,1.6,black,138000,Mechanical,Front,No
BMW,535,14000,2009,White,Sedan,306,Left,6,Petrol,3,black,166000,Automatic,Rear,No
Toyota,Camry ,11000,2012,Grey,Sedan,178,Left,4,Petrol,2.5,black,159000,Automatic,Front,No
Volkswagen,Jetta ,4000,2006,Grey,Sedan,150,Left,5,Astragalus,2.5,Grey,170000,Automatic,Front,No
VAZ(Lada),2110,2500,2005,black,Sedan,89,Left,4,Astragalus,1.6,black,150000,Mechanical,Front,No
Volkswagen,Golf ,3200,2003,White,Hatchback,115,Switched from right to left,4,Astragalus,2,black,125000,Automatic,Front,No
Nissan,Tiida ,4000,2004,White,Hatchback,109,Right,4,Astragalus,1.5,black,140000,Variator:,Front,No
Nissan,Versa ,4100,2007,Blue,Hatchback,122,Left,4,Petrol,1.8,black,166000,Automatic,Front,No
Volkswagen,Touareg ,8000,2005,White,Universal,310,Left,8,Astragalus,4.2,Chestnut,190000,Automatic,Wheel drive,No
Toyota,Highlander ,16000,2011,White,Truck:,268,Left,6,Petrol,3.5,Grey,130000,Automatic,Wheel drive,Yes
Lexus,GX 460 ,27900,2011,White,Truck:,296,Left,8,Petrol,4.6,,130000,Automatic,Wheel drive,Yes
Nissan,Sentra ,9500,2012,Grey,Sedan,113,Left,4,Petrol,1.6,Beige,39000,Automatic,Front,Yes
Nissan,Fuga ,5300,2005,black,Sedan,210,Left,6,Petrol,2.5,Beige,120000,Automatic,Rear,Yes
VAZ(Lada),2106,1850,2005,White,Sedan,80,Left,4,Astragalus,1.5,black,141000,Mechanical,Rear,Yes
Porsche,Cayenne ,24700,2011,White,Truck:,300,Left,6,Petrol,3.6,Beige,107000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 320 ,4700,2001,Blue,Sedan,224,Left,6,Astragalus,3.2,black,277000,Automatic,Rear,No
BMW,X5 ,13500,2008,black,Truck:,360,Left,8,Petrol,4.8,Other color,191000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 320 ,7500,2003,Silver,Sedan,224,Left,6,Petrol,3.2,black,101000,Automatic,Rear,Yes
Opel,Zafira ,4500,2004,Blue,Minivan / Minibus,97,Left,4,Astragalus,1.6,black,170,Mechanical,Front,No
Nissan,Teana ,4000,2006,Other color,Sedan,173,Left,6,Petrol,2.3,Beige,37000,Automatic,Front,Yes
Kia,Rio ,6300,2012,cyan,Sedan,107,Left,4,Petrol,1.4,black,130000,Automatic,Front,No
Opel,Astra ,3900,2003,black,Universal,125,Left,4,Petrol,1.8,,60000,Automatic,Front,No
Opel,Astra ,2650,2000,Blue,Hatchback,101,Left,4,Petrol,1.6,black,141000,Mechanical,Front,No
Nissan,Altima ,8300,2008,black,Sedan,270,Left,6,Petrol,3.5,black,118000,Variator:,Front,No
VAZ(Lada),2115,2300,2005,Other color,Sedan,77,Left,4,Astragalus,1.5,,150000,Mechanical,Front,No
Volkswagen,Jetta ,3000,2003,Silver,Sedan,117,Left,4,Petrol,2,black,147000,Automatic,Front,No
Hyundai,Elantra ,7900,2011,Grey,Sedan,140,Left,4,Petrol,1.6,black,62000,Automatic,Front,No
Mercedes-Benz,E 320 ,5000,2000,black,Sedan,224,Left,6,Petrol,3.2,black,166000,Robot,Rear,No
Suzuki,Kizashi ,7000,2010,Blue,Sedan,180,Left,4,Petrol,2.4,Beige,87900,Automatic,Front,No
Nissan,Tiida ,3800,2007,black,Hatchback,109,Left,4,Petrol,1.5,black,98000,Automatic,Front,Yes
Opel,Zafira ,3650,2003,Blue,Universal,125,Left,4,Astragalus,1.8,black,200000,Mechanical,Front,Yes
BMW,320,4800,2001,black,Sedan,170,Left,6,Petrol,2.2,black,107000,Automatic,Rear,Yes
Nissan,X-Trail ,5000,2005,White,Truck:,150,Left,4,Petrol,2,Beige,91000,Automatic,Wheel drive,Yes
Ford,Transit ,4700,2005,White,Furgon:,85,Left,4,Diesel,2,,125000,Mechanical,Front,Yes
Kia,Sportage ,12900,2013,black,Universal,176,Left,4,Petrol,2.4,black,47000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,13800,2007,black,Universal,263,Left,8,Petrol,4.7,Beige,163610,Automatic,Wheel drive,Yes
Opel,Astra ,2650,2000,black,Hatchback,101,Left,4,Petrol,1.6,black,232000,Mechanical,Front,Yes
Mercedes-Benz,C 180 ,22700,2014,Other color,Sedan,156,Left,4,Petrol,1.8,black,13000,Automatic,Rear,Yes
Mercedes-Benz,CLS 350 ,11400,2005,White,Coupe,272,Left,6,Petrol,3.5,black,87600,Automatic,Rear,Yes
Opel,Zafira ,3200,2000,black,Minivan / Minibus,101,Left,4,Petrol,1.6,black,191000,Mechanical,Front,Yes
Ford,Transit ,4700,2005,White,Furgon:,85,Left,4,Diesel,2,,125000,Mechanical,Rear,Yes
Infiniti,FX35 ,15500,2009,White,Truck:,307,Left,6,Astragalus,3.5,black,125000,Automatic,Wheel drive,Yes
BMW,320,4700,2001,Silver,Sedan,170,Left,6,Petrol,2.2,black,99000,Automatic,Rear,Yes
Mercedes-Benz,E 320 ,7300,2002,White,Sedan,224,Left,6,Petrol,3.2,black,157000,Automatic,Rear,Yes
Toyota,Camry ,8000,2010,Silver,Sedan,171,Left,4,Petrol,2.5,Grey,99000,Robot,Front,Yes
BMW,530,7400,2005,Blue,Sedan,231,Left,6,Petrol,3,black,129000,Automatic,Rear,Yes
Toyota,Corolla ,9500,2013,Grey,Sedan,113,Left,4,Petrol,1.6,Beige,39000,Automatic,Front,Yes
Lexus,GX 470 ,14500,2006,White,Universal,263,Left,8,Petrol,4.7,black,117000,Automatic,Wheel drive,Yes
Opel,Zafira ,3200,2001,Silver,Universal,101,Left,4,Petrol,1.6,black,241000,Mechanical,Front,Yes
Kia,Forte ,7400,2013,black,Sedan,147,Left,4,Petrol,1.8,black,74000,Automatic,Front,Yes
BMW,320,4800,2001,black,Sedan,170,Left,6,Petrol,2.2,black,107000,Automatic,Rear,Yes
Nissan,Juke ,9800,2012,White,Universal,188,Left,4,Petrol,1.6,black,95000,Automatic,Front,Yes
Kia,Optima ,8200,2014,White,Sedan,198,Left,4,Petrol,2.4,Grey,52000,Automatic,Front,Yes
Toyota,Camry ,15000,2018,White,Sedan,181,Left,4,Petrol,2.5,black,4800,Robot,Front,Yes
Lexus,GX 460 ,37000,2014,black,Truck:,301,Left,8,Petrol,4.6,Beige,60000,Automatic,Wheel drive,Yes
Lexus,IS 250 ,13900,2012,White,Sedan,204,Left,6,Petrol,2.5,black,109000,Automatic,Rear,Yes
Mercedes-Benz,B 200 ,5400,2007,White,Hatchback,136,Left,4,Petrol,2,black,39000,Automatic,Front,No
Nissan,Qashqai ,8200,2008,Blue,Truck:,141,Left,4,Petrol,2,red,69000,Automatic,Wheel drive,No
Toyota,Ipsum ,5300,2005,White,Minivan / Minibus,160,Switched from right to left,4,Petrol,2.4,Beige,115000,Automatic,Front,No
BMW,528,15500,2011,White,Sedan,258,Left,6,Petrol,3,Beige,110000,Automatic,Rear,No
Toyota,Corolla ,8700,2011,Grey,Sedan,133,Left,4,Petrol,1.8,black,80000,Automatic,Front,No
Mercedes-Benz,E 350 ,10500,2009,White,Sedan,272,Left,6,Petrol,3.5,black,190000,Automatic,Rear,No
Nissan,Qashqai ,8200,2008,Blue,Truck:,141,Left,4,Petrol,2,red,69000,Automatic,,No
Toyota,Camry ,11000,2013,White,Sedan,184,Left,4,Petrol,2.5,black,51000,Automatic,Front,No
BMW,328,6600,2007,Grey,Sedan,234,Left,6,Petrol,2.8,black,160000,Automatic,Rear,No
Ford,Escape ,5500,2004,black,Truck:,203,Left,6,Astragalus,3,black,205000,Automatic,Wheel drive,No
Nissan,Teana ,4400,2006,White,Sedan,175,Switched from right to left,6,Astragalus,2.3,White,78000,Automatic,Front,No
BMW,325,5000,2002,Silver,Coupe,220,Left,6,Astragalus,2.8,black,240000,Mechanical,Rear,No
Infiniti,FX35 ,7800,2004,black,Truck:,280,Left,6,Petrol,3.5,black,145000,Automatic,Wheel drive,No
Nissan,Versa ,5000,2009,White,Sedan,122,Left,4,Petrol,1.8,black,160000,Automatic,Front,No
BMW,X5 ,7800,2005,White,Truck:,231,Left,6,Petrol,3,Beige,110000,Automatic,Wheel drive,No
Kia,Optima ,8400,2013,Grey,Sedan,201,Left,4,Petrol,2.4,Beige,88000,Automatic,Front,No
BMW,328,9500,2010,black,Sedan,241,Left,6,Petrol,3,black,105000,Automatic,Rear,No
Opel,Zafira ,4000,2001,White,Universal,147,Right,4,Astragalus,2.2,black,120000,Automatic,Front,No
Kia,Sportage ,14500,2014,black,Truck:,270,Left,4,Petrol,2,black,36000,Robot,Wheel drive,No
Kia,Optima ,12000,2016,black,Sedan,185,Left,4,Petrol,2.4,black,49000,Automatic,Front,No
Nissan,Tiida ,4000,2007,White,Hatchback,109,Right,4,Astragalus,1.5,black,111000,Variator:,Front,No
Lexus,RX 330 ,9300,2004,Grey,Truck:,223,Left,6,Astragalus,3.3,,150000,Automatic,Front,No
Toyota,Camry ,6900,2006,White,Sedan,170,Left,5,Astragalus,2.4,Beige,168000,Automatic,Front,No
Niva,2121,6800,2016,black,Coupe,83,Left,4,Petrol,1.7,Grey,47000,Mechanical,Wheel drive,Yes
Mercedes-Benz,C 230 ,7400,2005,White,Sedan,192,Left,6,Petrol,2.3,black,50133,Automatic,Rear,No
BMW,525,9000,2006,black,Sedan,218,Left,6,Petrol,2.5,black,87000,Automatic,Rear,No
Mercedes-Benz,E 350 ,7500,2005,Silver,Sedan,272,Left,6,Petrol,3.5,Grey,191000,Automatic,Rear,No
Toyota,Corolla ,8800,2012,black,Sedan,132,Left,4,Petrol,1.8,Grey,153000,Automatic,Front,No
Nissan,Skyline ,4000,2004,Grey,Sedan,215,Right,6,Petrol,2.5,black,87000,Automatic,Rear,No
Mercedes-Benz,E 320 ,7500,2003,Other color,Sedan,224,Left,6,Petrol,3.2,black,200000,Automatic,Rear,No
BMW,325,4800,2003,Silver,Sedan,192,Left,6,Astragalus,2.5,Grey,206000,Automatic,Rear,No
Mercedes-Benz,A 200 ,3950,2007,black,Sedan,136,Left,4,Petrol,2,black,97000,Variator:,Front,No
Toyota,Alphard ,6500,2005,White,Minivan / Minibus,160,Left,4,Petrol,2.4,black,130000,Automatic,Wheel drive,No
Subaru,Legacy ,5999,2006,Blue,Sedan,180,Right,4,Astragalus,2,black,122000,Automatic,Wheel drive,No
Mercedes-Benz,E 320 ,5600,2000,black,Sedan,224,Left,6,Astragalus,3.2,black,212000,Automatic,Rear,No
Subaru,Forester ,4000,2003,Silver,Hatchback,138,Right,4,Astragalus,2,Grey,140000,Automatic,Wheel drive,No
Mercedes-Benz,CLK 320 ,4500,2001,Silver,Coupe,218,Left,6,Astragalus,3.2,black,190000,Automatic,Rear,No
Mercedes-Benz,S 550 ,13500,2007,Silver,Sedan,388,Left,8,Petrol,5.5,black,75000,Automatic,Rear,No
Toyota,Camry ,7300,2008,White,Sedan,156,Left,4,Astragalus,2.4,Other color,150000,Automatic,Front,No
Mercedes-Benz,Viano ,10500,2005,Grey,Minivan / Minibus,216,Left,6,Petrol,3.2,Grey,150345,Automatic,Rear,No
Opel,Astra ,2900,2000,Silver,Sedan,101,Left,4,Petrol,1.6,Grey,170000,Automatic,Front,No
Mercedes-Benz,C 230 ,6500,2006,black,Sedan,204,Left,6,Petrol,2.5,black,215000,Automatic,Rear,Yes
Lexus,GX 470 ,18800,2007,Silver,Truck:,263,Left,8,Petrol,4.7,Grey,120000,Automatic,Wheel drive,No
Opel,Astra ,3700,2002,Other color,Hatchback,84,Left,4,Astragalus,1.6,black,200000,Mechanical,Front,No
Mazda,6,7500,2010,Blue,Sedan,170,Left,4,Petrol,2.5,black,45000,Automatic,Front,No
Mazda,CX5 ,14200,2013,White,Truck:,155,Left,4,Petrol,2.5,Beige,79600,Automatic,Wheel drive,No
Honda,Fit ,3900,2008,Silver,Hatchback,100,Right,4,Astragalus,1.3,,154000,Variator:,Front,No
Opel,Astra ,3250,2002,Cherry,Hatchback,125,Left,4,Astragalus,1.8,black,148000,Automatic,Front,No
Toyota,Land Cruiser 200 ,31500,2010,Silver,Truck:,240,Left,6,Petrol,4,Beige,98000,Automatic,Wheel drive,No
Niva,2121,4200,2007,White,Truck:,80,Left,4,Astragalus,1.7,black,198000,Mechanical,Wheel drive,Yes
BMW,X5 ,6500,2004,White,Truck:,320,Left,8,Petrol,4.4,Beige,200000,Automatic,Wheel drive,Yes
Mitsubishi,Outlander ,4500,2003,Silver,Truck:,139,Left,4,Petrol,2.4,black,80000,Automatic,Wheel drive,Yes
Mercedes-Benz,A 170 ,3600,2005,White,Hatchback,116,Left,4,Petrol,1.7,black,102000,Automatic,Front,Yes
Hyundai,Tucson ,7700,2008,black,Sedan,174,Left,6,Petrol,2.7,black,127000,Automatic,Wheel drive,Yes
BMW,530,7300,2005,black,Sedan,234,Left,6,Petrol,3,Beige,70000,Automatic,Rear,Yes
Volkswagen,Tiguan ,12000,2012,White,Truck:,200,Left,4,Petrol,0.2,black,70000,Automatic,Front,Yes
Niva,2121,3500,2002,White,Truck:,80,Left,4,Petrol,1.7,YG,145000,Mechanical,,No
Toyota,Camry ,7600,2010,black,Sedan,179,Left,4,Petrol,2.5,,74000,Automatic,Front,Yes
Mitsubishi,Airtrek ,4000,2003,White,Truck:,139,Left,4,Petrol,2,black,89000,Automatic,Wheel drive,Yes
Toyota,Altezza ,5000,2001,White,Sedan,210,Right,4,Petrol,2,,190000,Mechanical,Rear,No
Nissan,Juke ,13800,2015,yellow,Truck:,117,Left,4,Petrol,1.6,black,41000,Automatic,,No
Mercedes-Benz,ML 350 ,10300,2006,White,Truck:,272,Left,6,Astragalus,3.5,black,200000,Automatic,Wheel drive,No
Mercedes-Benz,E 320 ,5300,2000,White,Sedan,224,Left,6,Petrol,3.2,Beige,230000,Automatic,Rear,No
Toyota,Camry ,15000,2015,black,Sedan,249,Left,6,Petrol,3.5,,60000,Automatic,Front,No
Toyota,Camry ,8200,2010,Grey,Sedan,171,Left,4,Astragalus,2.5,Grey,117000,Automatic,Front,No
BMW,325,5300,2004,Silver,Sedan,180,Left,6,Petrol,2.5,Grey,126000,Automatic,Rear,No
Volkswagen,Golf ,3900,2003,black,Hatchback,115,Left,4,Astragalus,2,black,158000,Automatic,Front,No
BMW,325,4900,2004,Grey,Sedan,192,Left,4,Petrol,2.5,black,116000,Automatic,Rear,No
Mercedes-Benz,CLS 350 ,11300,2005,Silver,Coupe,272,Left,6,Petrol,3.5,black,110000,Automatic,Rear,No
Hyundai,Sonata ,5999,2009,black,Sedan,175,Left,4,Petrol,2.4,Beige,150155,Automatic,Front,No
Toyota,Corolla ,13200,2015,black,Sedan,122,Left,4,Petrol,1.6,black,72000,Automatic,Front,No
Mazda,3,7500,2011,black,Sedan,148,Left,4,Astragalus,2,black,101000,Automatic,Front,No
VAZ(Lada),2110,2900,2006,Blue,Sedan,79,Left,4,Astragalus,1.5,Grey,120000,Mechanical,Front,No
Kia,Forte ,6250,2009,Aubergine,Sedan,156,Left,4,Astragalus,2,Other color,123000,Automatic,Front,No
Kia,Sorento ,9000,2010,White,Truck:,276,Left,6,Petrol,3.5,black,165000,Automatic,Front,No
VAZ(Lada),2170 Priora ,3500,2012,White,Sedan,98,Left,5,Petrol,1.6,Grey,90000,Mechanical,Front,No
BMW,X5 ,6000,2001,black,Truck:,286,Left,8,Astragalus,4.4,Grey,195609,Automatic,Wheel drive,No
Opel,Astra ,2900,2001,Blue,Hatchback,101,Left,6,Petrol,1.6,Chestnut,147000,Mechanical,Front,No
Nissan,Teana ,5100,2007,White,Sedan,173,Left,6,Petrol,2.3,black,99000,Automatic,Front,No
BMW,525,9500,2005,White,Sedan,218,Left,6,Petrol,2.5,black,88000,Automatic,Rear,No
Toyota,Land Cruiser Prado ,31500,2010,White,Truck:,249,Left,6,Petrol,4,White,111,Automatic,Wheel drive,No
VAZ(Lada),2172 Priora ,3500,2012,White,Hatchback,98,Left,5,Petrol,1.6,Grey,90000,Mechanical,Front,No
Toyota,Corolla ,13500,2016,black,Sedan,122,Left,4,Petrol,1.6,black,41000,Automatic,Front,Yes
Hyundai,Elantra ,8800,2012,black,Sedan,148,Left,4,Astragalus,1.8,Grey,82000,Automatic,Front,No
Mercedes-Benz,C 240 ,5000,2004,White,Sedan,170,Left,12,Astragalus,2.6,Grey,260000,Automatic,Rear,No
Nissan,X-Trail ,5600,2005,Grey,Universal,150,Switched from right to left,4,Astragalus,2,,10,Automatic,Wheel drive,No
Nissan,Teana ,4200,2004,White,Sedan,173,Right,4,Astragalus,2.3,Beige,94000,Automatic,Front,No
BMW,320,5000,2003,Silver,Sedan,170,Left,6,Petrol,2.2,black,75340,Automatic,Rear,Yes
Toyota,Camry ,6900,2000,Beige,Sedan,131,Left,4,Petrol,2.2,Beige,100000,Automatic,Front,No
Hyundai,Veloster ,8500,2013,White,Sedan,138,Left,4,Petrol,1.6,Grey,48000,Mechanical,Front,Yes
VAZ(Lada),2113,2600,2006,Other color,Sedan,91,Left,4,Astragalus,1.6,black,87000,Mechanical,Front,No
Honda,Fit ,3500,2005,Silver,Sedan,110,Right,4,Astragalus,1.5,black,100000,Automatic,Front,Yes
Honda,Elysion ,5500,2005,Golden,Minivan / Minibus,160,Left,4,Petrol,2.4,Beige,162000,Automatic,Front,Yes
Toyota,Camry ,10800,2012,black,Sedan,181,Left,4,Petrol,2.5,black,65000,Automatic,Front,Yes
Toyota,Camry ,12500,2014,Silver,Sedan,181,Left,4,Petrol,2.5,black,49700,Automatic,Front,No
Opel,Zafira ,4700,2003,Silver,Minivan / Minibus,125,Left,4,Astragalus,1.8,black,142000,Mechanical,Front,No
BMW,320,4400,2002,White,Sedan,170,Left,6,Astragalus,2.2,black,110000,Automatic,Rear,No
Mitsubishi,Outlander ,7700,2007,White,Truck:,220,Left,6,Astragalus,3,black,146000,Automatic,Wheel drive,No
Mercedes-Benz,E 350 ,10500,2009,black,Sedan,272,Left,6,Petrol,3.5,black,115000,Automatic,Rear,No
Hyundai,Sonata ,7600,2013,Cherry,Sedan,200,Left,4,Petrol,2.4,black,94000,Automatic,Front,No
Toyota,Alphard ,7000,2005,White,Minivan / Minibus,159,Left,4,Petrol,2.4,Beige,130000,Automatic,Wheel drive,No
Mercedes-Benz,E 320 ,4700,2000,White,Sedan,224,Left,6,Petrol,3.2,Beige,417000,Automatic,,No
Mercedes-Benz,350,8800,2006,black,Sedan,272,Left,6,Petrol,3.5,black,146000,Automatic,Rear,No
Hyundai,Elantra ,8200,2014,Grey,Sedan,150,Left,4,Petrol,1.8,black,35490,Automatic,Front,Yes
Toyota,Camry ,9100,2009,black,Sedan,181,Left,4,Petrol,2.5,black,87000,Automatic,Front,Yes
Hyundai,Sonata ,7800,2010,Silver,Sedan,180,Left,4,Petrol,2.4,Grey,100000,Automatic,Front,Yes
BMW,X5 ,6950,2001,green,Truck:,231,Left,6,Astragalus,3,Beige,210000,Automatic,Wheel drive,Yes
Hyundai,Tucson ,11000,2010,Chestnut,Truck:,176,Left,4,Petrol,2.4,Chestnut,116000,Automatic,Wheel drive,Yes
Mercedes-Benz,C 240 ,4300,2001,Silver,Sedan,170,Left,6,Astragalus,2.4,,171000,Automatic,Rear,Yes
Opel,Vectra ,4500,2003,Other color,Sedan,147,Left,4,Astragalus,2.2,Grey,280,Automatic,Front,Yes
Opel,Astra ,3200,2001,Silver,Hatchback,86,Left,4,Petrol,1.6,black,138000,Mechanical,Front,Yes
Toyota,Camry ,6900,2009,Silver,Sedan,175,Left,4,Petrol,2.4,Grey,134000,Automatic,Front,Yes
Mitsubishi,Pajero ,6000,2000,green,Coupe,204,Left,6,Astragalus,3.5,,130000,Automatic,Wheel drive,No
BMW,525,5100,2007,Blue,Sedan,218,Left,6,Petrol,3,Grey,169000,Automatic,Rear,No
Toyota,Sienna ,7000,2003,Blue,Minivan / Minibus,303,Left,6,Astragalus,3.3,Grey,195000,Robot,Front,No
Toyota,Camry ,7500,2007,Silver,Sedan,147,Left,4,Hybrid:,2.4,Beige,114000,Automatic,Front,No
BMW,X6 ,35000,2017,White,Universal,306,Left,6,Petrol,3.5,Beige,7000,Automatic,Wheel drive,No
Nissan,Sentra ,10500,2018,black,Sedan,130,Left,4,Petrol,1.8,black,400,Variator:,Front,No
Mercedes-Benz,ML 350 ,13500,2009,Silver,Truck:,268,Left,6,Petrol,3.5,black,92000,Automatic,Wheel drive,No
Lexus,RX 300 ,6500,2002,black,Universal,201,Left,5,Petrol,3,Other color,155000,Automatic,Wheel drive,No
Opel,Vectra B ,2950,2001,Silver,Sedan,125,Left,4,Astragalus,1.8,black,193000,Mechanical,Front,No
Nissan,Maxima ,10700,2013,black,Sedan,310,Left,6,Petrol,3.5,black,70000,Automatic,Front,No
Nissan,Teana ,5400,2006,black,Sedan,174,Left,6,Petrol,2.3,Beige,95000,Automatic,Front,No
Mercedes-Benz,S 550 ,17000,2007,black,Sedan,388,Left,8,Petrol,5.5,black,83000,Automatic,Rear,No
BMW,318,4400,2001,Silver,Sedan,118,Left,4,Petrol,1.8,black,110000,Mechanical,Rear,No
Nissan,X-Trail ,5500,2004,Beige,Truck:,150,Switched from right to left,4,Astragalus,2,Beige,230000,Automatic,Wheel drive,No
Mitsubishi,Pajero ,9500,2007,black,Truck:,176,Left,6,Astragalus,3,black,150000,Automatic,Wheel drive,No
Mitsubishi,Outlander ,7000,2004,Silver,Truck:,160,Left,4,Astragalus,2.4,,145000,Automatic,Wheel drive,No
Nissan,Teana ,3900,2007,Silver,Sedan,173,Switched from right to left,6,Petrol,2.3,black,87800,Automatic,Front,No
Nissan,Tiida ,3700,2008,Cherry,Hatchback,109,Right,4,Petrol,1.5,black,131000,Automatic,Wheel drive,No
Mitsubishi,Outlander ,7700,2007,Silver,Truck:,170,Left,4,Astragalus,2.4,black,130000,Automatic,Wheel drive,Yes
Nissan,Sunny ,2600,2002,White,Sedan,114,Left,4,Astragalus,1.8,White,340000,Mechanical,Front,No
Mercedes-Benz,240,4300,2002,Silver,Sedan,170,Left,6,Astragalus,2.4,black,280000,Mechanical,Rear,No
Mercedes-Benz,E 320 ,4700,2001,Silver,Sedan,224,Right,6,Astragalus,3.2,Grey,66000,Automatic,Rear,No
VAZ(Lada),2170 Priora ,6400,2015,black,Sedan,110,Left,8,Astragalus,1.6,black,90000,Mechanical,Front,No
VAZ(Lada),2112,2000,2005,Silver,Hatchback,125,Left,5,Petrol,1.6,,199000,Mechanical,Front,No
BMW,525,5000,2003,Grey,Sedan,197,Left,6,Astragalus,2.5,black,180000,Automatic,Rear,No
Hyundai,Elantra ,8450,2014,White,Sedan,145,Left,4,Petrol,1.8,Grey,103000,Automatic,Front,No
BMW,X5 ,15000,2007,black,Truck:,355,Left,8,Petrol,4.8,black,177000,Automatic,Wheel drive,No
Toyota,Camry ,11000,2012,black,Sedan,182,Left,4,Astragalus,2.5,Beige,78000,Automatic,Front,No
BMW,320,4000,2002,Blue,Sedan,170,Right,6,Astragalus,2.2,black,120000,Automatic,Rear,No
Toyota,Land Cruiser Prado ,32000,2010,Silver,Universal,282,Left,6,Petrol,4,black,79000,Automatic,Wheel drive,Yes
BMW,330,5900,2006,Silver,Sedan,258,Left,6,Petrol,3,black,136000,Automatic,Rear,Yes
Land Rover,Range Rover Sport ,27000,2011,White,Truck:,510,Left,8,Petrol,5,,75000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 320 ,4700,2003,Blue,Sedan,306,Left,8,Astragalus,5,Blue,101000,Automatic,Wheel drive,Yes
BMW,330,6700,2006,black,Sedan,258,Left,6,Petrol,3,black,123,Automatic,Rear,Yes
Mercedes-Benz,E 320 ,7000,2004,White,Sedan,224,Left,6,Petrol,3.2,Grey,124500,Automatic,Rear,Yes
Opel,Astra ,3200,2001,Silver,Hatchback,86,Left,4,Petrol,1.6,black,138000,Mechanical,Front,Yes
Nissan,Teana ,4200,2006,black,Sedan,173,Left,6,Petrol,2.3,black,76000,Automatic,Front,Yes
Nissan,Tiida ,4100,2006,Silver,Sedan,130,Left,4,Petrol,2,black,82000,Automatic,Front,No
Hyundai,Elantra ,6800,2012,black,Sedan,145,Left,4,Petrol,1.8,Grey,113000,Automatic,Front,Yes
Kia,Sorento ,7700,2008,black,Sedan,174,Left,6,Petrol,2.7,black,128000,Automatic,Wheel drive,Yes
Nissan,X-Trail ,4200,2004,red,Universal,150,Switched from right to left,4,Petrol,2,black,148000,Automatic,Wheel drive,Yes
Nissan,Tiida ,4200,2007,Blue,Sedan,110,Left,4,Petrol,1.8,black,149000,Automatic,Front,Yes
Lexus,GX 460 ,26500,2010,White,Truck:,301,Left,8,Petrol,4.6,Chestnut,140000,Automatic,Wheel drive,Yes
Lexus,GX 460 ,41000,2014,White,Truck:,296,Left,8,Petrol,4.6,black,50600,Automatic,Wheel drive,No
Mazda,CX5 ,14800,2013,Grey,Truck:,184,Left,4,Petrol,2.5,black,70200,Automatic,Wheel drive,No
Nissan,Quest ,13500,2011,Other color,Minivan / Minibus,260,Left,6,Petrol,3.5,Beige,88000,Automatic,,No
Ford,Focus ,7800,2012,Other color,Hatchback,160,Left,4,Petrol,2,Other color,85000,Automatic,Front,No
Ford,Focus ,7800,2012,Other color,Hatchback,160,Left,4,Petrol,2,Other color,85000,Automatic,Front,No
Ford,Focus ,7800,2012,Other color,Hatchback,160,Left,4,Petrol,2,Other color,85000,Automatic,Front,No
Lexus,RX 350 ,24200,2014,Grey,Truck:,268,Left,6,Petrol,3.5,black,43000,Automatic,Wheel drive,No
Kia,Sportage ,7200,2008,Chestnut,Universal,141,Left,4,Petrol,2,Grey,165000,Automatic,Wheel drive,No
Kia,Sorento ,5000,2003,White,Truck:,193,Left,6,Petrol,3.5,Beige,137000,Automatic,Wheel drive,No
Mitsubishi,Outlander ,6700,2007,black,Truck:,220,Left,6,Astragalus,3,black,132000,Automatic,Wheel drive,No
Nissan,Tiida ,4400,2009,White,Hatchback,122,Left,4,Petrol,1.8,White,90100,Automatic,Front,No
Hyundai,Elantra ,6200,2009,Grey,Sedan,141,Left,4,Petrol,2,Grey,73996,Automatic,Front,No
Mercedes-Benz,B 170 ,5000,2007,White,Hatchback,116,Left,4,Petrol,1.7,black,66600,Automatic,Front,No
Nissan,Versa ,4600,2009,White,Hatchback,122,Left,4,Petrol,1.8,White,90100,Automatic,Front,No
Lexus,GX 470 ,19000,2008,White,Truck:,273,Left,8,Petrol,4.7,,116000,Automatic,Wheel drive,No
Lexus,GX 470 ,14500,2005,White,Universal,278,Left,8,Petrol,4.7,black,180000,Automatic,Wheel drive,No
Land Rover,Range Rover ,31611.67835,2013,black,Truck:,510,Left,8,Petrol,5,black,65000,Automatic,Wheel drive,No
